holdings_date,target_date,symbol,qty,usd,equity_usd,actual_weight,expected_signal_date,signal_date,target_weight,has_target,has_actual,matched,target_sign,actual_sign,sign_match,weight_diff,abs_weight_diff,big_gap,te_contribution,alignment
2024-12-03,,AVAX,,,,0.0,2024-12-02,2024-12-02,0.03396279544503728,True,False,False,1.0,0.0,False,-0.03396279544503728,0.03396279544503728,True,0.03396279544503728,wrong_t1
2024-12-03,,BNB,,,,0.0,2024-12-02,2024-12-02,0.004412079770601156,True,False,False,1.0,0.0,False,-0.004412079770601156,0.004412079770601156,False,0.004412079770601156,wrong_t1
2024-12-03,,BTC,,,,0.0,2024-12-02,2024-12-02,-0.027079224477887697,True,False,False,-1.0,0.0,False,0.027079224477887697,0.027079224477887697,True,0.027079224477887697,wrong_t1
2024-12-03,,DOGE,,,,0.0,2024-12-02,2024-12-02,0.025442008830975374,True,False,False,1.0,0.0,False,-0.025442008830975374,0.025442008830975374,True,0.025442008830975374,wrong_t1
2024-12-03,,DOT,,,,0.0,2024-12-02,2024-12-02,0.020574869669663615,True,False,False,1.0,0.0,False,-0.020574869669663615,0.020574869669663615,True,0.020574869669663615,wrong_t1
2024-12-03,,ENA,,,,0.0,2024-12-02,2024-12-02,0.036965189264081405,True,False,False,1.0,0.0,False,-0.036965189264081405,0.036965189264081405,True,0.036965189264081405,wrong_t1
2024-12-03,,ENS,,,,0.0,2024-12-02,2024-12-02,-0.015176827885856174,True,False,False,-1.0,0.0,False,0.015176827885856174,0.015176827885856174,False,0.015176827885856174,wrong_t1
2024-12-03,,ETH,,,,0.0,2024-12-02,2024-12-02,0.01570773050835188,True,False,False,1.0,0.0,False,-0.01570773050835188,0.01570773050835188,False,0.01570773050835188,wrong_t1
2024-12-03,,FET,,,,0.0,2024-12-02,2024-12-02,7.584323178509884e-05,True,False,False,1.0,0.0,False,-7.584323178509884e-05,7.584323178509884e-05,False,7.584323178509884e-05,wrong_t1
2024-12-03,,FIL,,,,0.0,2024-12-02,2024-12-02,0.012054083055601718,True,False,False,1.0,0.0,False,-0.012054083055601718,0.012054083055601718,False,0.012054083055601718,wrong_t1
2024-12-03,,FTM,,,,0.0,2024-12-02,2024-12-02,0.06172460900899088,True,False,False,1.0,0.0,False,-0.06172460900899088,0.06172460900899088,True,0.06172460900899088,wrong_t1
2024-12-03,,GALA,,,,0.0,2024-12-02,2024-12-02,0.02042318320609343,True,False,False,1.0,0.0,False,-0.02042318320609343,0.02042318320609343,True,0.02042318320609343,wrong_t1
2024-12-03,,HBAR,,,,0.0,2024-12-02,2024-12-02,-0.06845649351257024,True,False,False,-1.0,0.0,False,0.06845649351257024,0.06845649351257024,True,0.06845649351257024,wrong_t1
2024-12-03,,LINK,,,,0.0,2024-12-02,2024-12-02,0.034114481908607476,True,False,False,1.0,0.0,False,-0.034114481908607476,0.034114481908607476,True,0.034114481908607476,wrong_t1
2024-12-03,,LTC,,,,0.0,2024-12-02,2024-12-02,-0.061648765777205766,True,False,False,-1.0,0.0,False,0.061648765777205766,0.061648765777205766,True,0.061648765777205766,wrong_t1
2024-12-03,,NEAR,,,,0.0,2024-12-02,2024-12-02,0.02977824536979142,True,False,False,1.0,0.0,False,-0.02977824536979142,0.02977824536979142,True,0.02977824536979142,wrong_t1
2024-12-03,,OP,,,,0.0,2024-12-02,2024-12-02,0.061572922545420676,True,False,False,1.0,0.0,False,-0.061572922545420676,0.061572922545420676,True,0.061572922545420676,wrong_t1
2024-12-03,,ORDI,,,,0.0,2024-12-02,2024-12-02,-0.03419032514039257,True,False,False,-1.0,0.0,False,0.03419032514039257,0.03419032514039257,True,0.03419032514039257,wrong_t1
2024-12-03,,PNUT,,,,0.0,2024-12-02,2024-12-02,-0.0368135028005112,True,False,False,-1.0,0.0,False,0.0368135028005112,0.0368135028005112,True,0.0368135028005112,wrong_t1
2024-12-03,,SEI,,,,0.0,2024-12-02,2024-12-02,-0.0020922750376229215,True,False,False,-1.0,0.0,False,0.0020922750376229215,0.0020922750376229215,False,0.0020922750376229215,wrong_t1
2024-12-03,,SOL,,,,0.0,2024-12-02,2024-12-02,-0.01608694666727737,True,False,False,-1.0,0.0,False,0.01608694666727737,0.01608694666727737,False,0.01608694666727737,wrong_t1
2024-12-03,,SUI,,,,0.0,2024-12-02,2024-12-02,0.0006825890860658913,True,False,False,1.0,0.0,False,-0.0006825890860658913,0.0006825890860658913,False,0.0006825890860658913,wrong_t1
2024-12-03,,TAO,,,,0.0,2024-12-02,2024-12-02,-0.02977824536979142,True,False,False,-1.0,0.0,False,0.02977824536979142,0.02977824536979142,True,0.02977824536979142,wrong_t1
2024-12-03,,TIA,,,,0.0,2024-12-02,2024-12-02,-0.02962655890622122,True,False,False,-1.0,0.0,False,0.02962655890622122,0.02962655890622122,True,0.02962655890622122,wrong_t1
2024-12-03,,TRX,,,,0.0,2024-12-02,2024-12-02,0.012781179921092862,True,False,False,1.0,0.0,False,-0.012781179921092862,0.012781179921092862,False,0.012781179921092862,wrong_t1
2024-12-03,,UNI,,,,0.0,2024-12-02,2024-12-02,0.05027727180766995,True,False,False,1.0,0.0,False,-0.05027727180766995,0.05027727180766995,True,0.05027727180766995,wrong_t1
2024-12-03,,WIF,,,,0.0,2024-12-02,2024-12-02,-0.007566160053215466,True,False,False,-1.0,0.0,False,0.007566160053215466,0.007566160053215466,False,0.007566160053215466,wrong_t1
2024-12-03,,WLD,,,,0.0,2024-12-02,2024-12-02,-0.030157461528716914,True,False,False,-1.0,0.0,False,0.030157461528716914,0.030157461528716914,True,0.030157461528716914,wrong_t1
2024-12-03,,XLM,,,,0.0,2024-12-02,2024-12-02,-0.031642990712059046,True,False,False,-1.0,0.0,False,0.031642990712059046,0.031642990712059046,True,0.031642990712059046,wrong_t1
2024-12-03,,XRP,,,,0.0,2024-12-02,2024-12-02,-0.07302025974674159,True,False,False,-1.0,0.0,False,0.07302025974674159,0.07302025974674159,True,0.07302025974674159,wrong_t1
2024-12-04,,ADA,,,,0.0,2024-12-03,2024-12-03,-0.036015419119831735,True,False,False,-1.0,0.0,False,0.036015419119831735,0.036015419119831735,True,0.036015419119831735,wrong_t1
2024-12-04,,APT,,,,0.0,2024-12-03,2024-12-03,0.05536298132850359,True,False,False,1.0,0.0,False,-0.05536298132850359,0.05536298132850359,True,0.05536298132850359,wrong_t1
2024-12-04,,ARB,,,,0.0,2024-12-03,2024-12-03,0.04808238664604702,True,False,False,1.0,0.0,False,-0.04808238664604702,0.04808238664604702,True,0.04808238664604702,wrong_t1
2024-12-04,,AVAX,,,,0.0,2024-12-03,2024-12-03,-0.03639744428734187,True,False,False,-1.0,0.0,False,0.03639744428734187,0.03639744428734187,True,0.03639744428734187,wrong_t1
2024-12-04,,BCH,,,,0.0,2024-12-03,2024-12-03,0.00555595230371997,True,False,False,1.0,0.0,False,-0.00555595230371997,0.00555595230371997,False,0.00555595230371997,wrong_t1
2024-12-04,,BNB,,,,0.0,2024-12-03,2024-12-03,0.014593024795539016,True,False,False,1.0,0.0,False,-0.014593024795539016,0.014593024795539016,False,0.014593024795539016,wrong_t1
2024-12-04,,BTC,,,,0.0,2024-12-03,2024-12-03,-0.021008533726156763,True,False,False,-1.0,0.0,False,0.021008533726156763,0.021008533726156763,True,0.021008533726156763,wrong_t1
2024-12-04,,CRV,,,,0.0,2024-12-03,2024-12-03,-0.0536701743803928,True,False,False,-1.0,0.0,False,0.0536701743803928,0.0536701743803928,True,0.0536701743803928,wrong_t1
2024-12-04,,DOGE,,,,0.0,2024-12-03,2024-12-03,0.04776403233978857,True,False,False,1.0,0.0,False,-0.04776403233978857,0.04776403233978857,True,0.04776403233978857,wrong_t1
2024-12-04,,DOT,,,,0.0,2024-12-03,2024-12-03,-0.009769287396213445,True,False,False,-1.0,0.0,False,0.009769287396213445,0.009769287396213445,False,0.009769287396213445,wrong_t1
2024-12-04,,ENA,,,,0.0,2024-12-03,2024-12-03,0.042494598911701195,True,False,False,1.0,0.0,False,-0.042494598911701195,0.042494598911701195,True,0.042494598911701195,wrong_t1
2024-12-04,,ENS,,,,0.0,2024-12-03,2024-12-03,-0.027042017489264384,True,False,False,-1.0,0.0,False,0.027042017489264384,0.027042017489264384,True,0.027042017489264384,wrong_t1
2024-12-04,,ETH,,,,0.0,2024-12-03,2024-12-03,0.0033537784655957004,True,False,False,1.0,0.0,False,-0.0033537784655957004,0.0033537784655957004,False,0.0033537784655957004,wrong_t1
2024-12-04,,FET,,,,0.0,2024-12-03,2024-12-03,0.03853594726421446,True,False,False,1.0,0.0,False,-0.03853594726421446,0.03853594726421446,True,0.03853594726421446,wrong_t1
2024-12-04,,FIL,,,,0.0,2024-12-03,2024-12-03,0.009896629118716834,True,False,False,1.0,0.0,False,-0.009896629118716834,0.009896629118716834,False,0.009896629118716834,wrong_t1
2024-12-04,,FTM,,,,0.0,2024-12-03,2024-12-03,-0.03652478600984524,True,False,False,-1.0,0.0,False,0.03652478600984524,0.03652478600984524,True,0.03652478600984524,wrong_t1
2024-12-04,,GALA,,,,0.0,2024-12-03,2024-12-03,0.013409584737441757,True,False,False,1.0,0.0,False,-0.013409584737441757,0.013409584737441757,False,0.013409584737441757,wrong_t1
2024-12-04,,HBAR,,,,0.0,2024-12-03,2024-12-03,-0.0573104717216211,True,False,False,-1.0,0.0,False,0.0573104717216211,0.0573104717216211,True,0.0573104717216211,wrong_t1
2024-12-04,,LINK,,,,0.0,2024-12-03,2024-12-03,-0.05360650351914111,True,False,False,-1.0,0.0,False,0.05360650351914111,0.05360650351914111,True,0.05360650351914111,wrong_t1
2024-12-04,,LTC,,,,0.0,2024-12-03,2024-12-03,-0.05009354790041621,True,False,False,-1.0,0.0,False,0.05009354790041621,0.05009354790041621,True,0.05009354790041621,wrong_t1
2024-12-04,,NEAR,,,,0.0,2024-12-03,2024-12-03,0.024648831067385066,True,False,False,1.0,0.0,False,-0.024648831067385066,0.024648831067385066,True,0.024648831067385066,wrong_t1
2024-12-04,,OP,,,,0.0,2024-12-03,2024-12-03,0.05542665218975529,True,False,False,1.0,0.0,False,-0.05542665218975529,0.05542665218975529,True,0.05542665218975529,wrong_t1
2024-12-04,,ORDI,,,,0.0,2024-12-03,2024-12-03,0.023210707564281053,True,False,False,1.0,0.0,False,-0.023210707564281053,0.023210707564281053,True,0.023210707564281053,wrong_t1
2024-12-04,,PNUT,,,,0.0,2024-12-03,2024-12-03,-0.05379751610289618,True,False,False,-1.0,0.0,False,0.05379751610289618,0.05379751610289618,True,0.05379751610289618,wrong_t1
2024-12-04,,RUNE,,,,0.0,2024-12-03,2024-12-03,0.049902535316661153,True,False,False,1.0,0.0,False,-0.049902535316661153,0.049902535316661153,True,0.049902535316661153,wrong_t1
2024-12-04,,SEI,,,,0.0,2024-12-03,2024-12-03,0.04820972836855038,True,False,False,1.0,0.0,False,-0.04820972836855038,0.04820972836855038,True,0.04820972836855038,wrong_t1
2024-12-04,,SOL,,,,0.0,2024-12-03,2024-12-03,-0.005810635748726716,True,False,False,-1.0,0.0,False,0.005810635748726716,0.005810635748726716,False,0.005810635748726716,wrong_t1
2024-12-04,,SUI,,,,0.0,2024-12-03,2024-12-03,-0.0069940758068239815,True,False,False,-1.0,0.0,False,0.0069940758068239815,0.0069940758068239815,False,0.0069940758068239815,wrong_t1
2024-12-04,,TAO,,,,0.0,2024-12-03,2024-12-03,0.02452148934488169,True,False,False,1.0,0.0,False,-0.02452148934488169,0.02452148934488169,True,0.02452148934488169,wrong_t1
2024-12-04,,TIA,,,,0.0,2024-12-03,2024-12-03,0.004181499661867644,True,False,False,1.0,0.0,False,-0.004181499661867644,0.004181499661867644,False,0.004181499661867644,wrong_t1
2024-12-04,,TRX,,,,0.0,2024-12-03,2024-12-03,-0.013727939043700172,True,False,False,-1.0,0.0,False,0.013727939043700172,0.013727939043700172,False,0.013727939043700172,wrong_t1
2024-12-04,,UNI,,,,0.0,2024-12-03,2024-12-03,0.005937977471230099,True,False,False,1.0,0.0,False,-0.005937977471230099,0.005937977471230099,False,0.005937977471230099,wrong_t1
2024-12-04,,WIF,,,,0.0,2024-12-03,2024-12-03,0.03614276084233513,True,False,False,1.0,0.0,False,-0.03614276084233513,0.03614276084233513,True,0.03614276084233513,wrong_t1
2024-12-04,,WLD,,,,0.0,2024-12-03,2024-12-03,-0.007439771835585794,True,False,False,-1.0,0.0,False,0.007439771835585794,0.007439771835585794,False,0.007439771835585794,wrong_t1
2024-12-04,,XLM,,,,0.0,2024-12-03,2024-12-03,-0.032056767472345,True,False,False,-1.0,0.0,False,0.032056767472345,0.032056767472345,True,0.032056767472345,wrong_t1
2024-12-04,,XRP,,,,0.0,2024-12-03,2024-12-03,-0.049966206177912836,True,False,False,-1.0,0.0,False,0.049966206177912836,0.049966206177912836,True,0.049966206177912836,wrong_t1
2024-12-05,,ADA,,,,0.0,2024-12-04,2024-12-04,0.034515497427865804,True,False,False,1.0,0.0,False,-0.034515497427865804,0.034515497427865804,True,0.034515497427865804,wrong_t1
2024-12-05,,APT,,,,0.0,2024-12-04,2024-12-04,0.0527368542615356,True,False,False,1.0,0.0,False,-0.0527368542615356,0.0527368542615356,True,0.0527368542615356,wrong_t1
2024-12-05,,ARB,,,,0.0,2024-12-04,2024-12-04,0.0629122651071542,True,False,False,1.0,0.0,False,-0.0629122651071542,0.0629122651071542,True,0.0629122651071542,wrong_t1
2024-12-05,,AVAX,,,,0.0,2024-12-04,2024-12-04,0.003921848684978805,True,False,False,1.0,0.0,False,-0.003921848684978805,0.003921848684978805,False,0.003921848684978805,wrong_t1
2024-12-05,,BCH,,,,0.0,2024-12-04,2024-12-04,0.017412362361295407,True,False,False,1.0,0.0,False,-0.017412362361295407,0.017412362361295407,False,0.017412362361295407,wrong_t1
2024-12-05,,BNB,,,,0.0,2024-12-04,2024-12-04,-0.025862805585533798,True,False,False,-1.0,0.0,False,0.025862805585533798,0.025862805585533798,True,0.025862805585533798,wrong_t1
2024-12-05,,BTC,,,,0.0,2024-12-04,2024-12-04,-0.022749951372929397,True,False,False,-1.0,0.0,False,0.022749951372929397,0.022749951372929397,True,0.022749951372929397,wrong_t1
2024-12-05,,CRV,,,,0.0,2024-12-04,2024-12-04,-0.06291226510715418,True,False,False,-1.0,0.0,False,0.06291226510715418,0.06291226510715418,True,0.06291226510715418,wrong_t1
2024-12-05,,DOGE,,,,0.0,2024-12-04,2024-12-04,-0.008248194606144793,True,False,False,-1.0,0.0,False,0.008248194606144793,0.008248194606144793,False,0.008248194606144793,wrong_t1
2024-12-05,,DOT,,,,0.0,2024-12-04,2024-12-04,0.013962427118535006,True,False,False,1.0,0.0,False,-0.013962427118535006,0.013962427118535006,False,0.013962427118535006,wrong_t1
2024-12-05,,ENA,,,,0.0,2024-12-04,2024-12-04,0.004393762127197207,True,False,False,1.0,0.0,False,-0.004393762127197207,0.004393762127197207,False,0.004393762127197207,wrong_t1
2024-12-05,,ENS,,,,0.0,2024-12-04,2024-12-04,-0.03836992990681339,True,False,False,-1.0,0.0,False,0.03836992990681339,0.03836992990681339,True,0.03836992990681339,wrong_t1
2024-12-05,,ETH,,,,0.0,2024-12-04,2024-12-04,-0.030526232536855793,True,False,False,-1.0,0.0,False,0.030526232536855793,0.030526232536855793,True,0.030526232536855793,wrong_t1
2024-12-05,,FET,,,,0.0,2024-12-04,2024-12-04,-0.020283405485205987,True,False,False,-1.0,0.0,False,0.020283405485205987,0.020283405485205987,True,0.020283405485205987,wrong_t1
2024-12-05,,FIL,,,,0.0,2024-12-04,2024-12-04,0.026199886615689803,True,False,False,1.0,0.0,False,-0.026199886615689803,0.026199886615689803,True,0.026199886615689803,wrong_t1
2024-12-05,,FTM,,,,0.0,2024-12-04,2024-12-04,-0.007641448751863997,True,False,False,-1.0,0.0,False,0.007641448751863997,0.007641448751863997,False,0.007641448751863997,wrong_t1
2024-12-05,,GALA,,,,0.0,2024-12-04,2024-12-04,0.002736210711848205,True,False,False,1.0,0.0,False,-0.002736210711848205,0.002736210711848205,False,0.002736210711848205,wrong_t1
2024-12-05,,HBAR,,,,0.0,2024-12-04,2024-12-04,-0.052871686673597984,True,False,False,-1.0,0.0,False,0.052871686673597984,0.052871686673597984,True,0.052871686673597984,wrong_t1
2024-12-05,,LINK,,,,0.0,2024-12-04,2024-12-04,-0.02467716761240319,True,False,False,-1.0,0.0,False,0.02467716761240319,0.02467716761240319,True,0.02467716761240319,wrong_t1
2024-12-05,,LTC,,,,0.0,2024-12-04,2024-12-04,-0.0021968810635985964,True,False,False,-1.0,0.0,False,0.0021968810635985964,0.0021968810635985964,False,0.0021968810635985964,wrong_t1
2024-12-05,,NEAR,,,,0.0,2024-12-04,2024-12-04,0.03258828118839201,True,False,False,1.0,0.0,False,-0.03258828118839201,0.03258828118839201,True,0.03258828118839201,wrong_t1
2024-12-05,,ORDI,,,,0.0,2024-12-04,2024-12-04,-0.04482574068554679,True,False,False,-1.0,0.0,False,0.04482574068554679,0.04482574068554679,True,0.04482574068554679,wrong_t1
2024-12-05,,PNUT,,,,0.0,2024-12-04,2024-12-04,-0.018086524421607394,True,False,False,-1.0,0.0,False,0.018086524421607394,0.018086524421607394,False,0.018086524421607394,wrong_t1
2024-12-05,,RUNE,,,,0.0,2024-12-04,2024-12-04,0.04303335685813539,True,False,False,1.0,0.0,False,-0.04303335685813539,0.04303335685813539,True,0.04303335685813539,wrong_t1
2024-12-05,,SEI,,,,0.0,2024-12-04,2024-12-04,0.024070421758122407,True,False,False,1.0,0.0,False,-0.024070421758122407,0.024070421758122407,True,0.024070421758122407,wrong_t1
2024-12-05,,SOL,,,,0.0,2024-12-04,2024-12-04,0.011563297436842803,True,False,False,1.0,0.0,False,-0.011563297436842803,0.011563297436842803,False,0.011563297436842803,wrong_t1
2024-12-05,,SUI,,,,0.0,2024-12-04,2024-12-04,-0.011495881230811592,True,False,False,-1.0,0.0,False,0.011495881230811592,0.011495881230811592,False,0.011495881230811592,wrong_t1
2024-12-05,,TAO,,,,0.0,2024-12-04,2024-12-04,0.012507124321279603,True,False,False,1.0,0.0,False,-0.012507124321279603,0.012507124321279603,False,0.012507124321279603,wrong_t1
2024-12-05,,TIA,,,,0.0,2024-12-04,2024-12-04,0.052871686673598005,True,False,False,1.0,0.0,False,-0.052871686673598005,0.052871686673598005,True,0.052871686673598005,wrong_t1
2024-12-05,,TRX,,,,0.0,2024-12-04,2024-12-04,-0.06896357864970039,True,False,False,-1.0,0.0,False,0.06896357864970039,0.06896357864970039,True,0.06896357864970039,wrong_t1
2024-12-05,,UNI,,,,0.0,2024-12-04,2024-12-04,0.0526694380555044,True,False,False,1.0,0.0,False,-0.0526694380555044,0.0526694380555044,True,0.0526694380555044,wrong_t1
2024-12-05,,WIF,,,,0.0,2024-12-04,2024-12-04,0.06078280024958679,True,False,False,1.0,0.0,False,-0.06078280024958679,0.06078280024958679,True,0.06078280024958679,wrong_t1
2024-12-05,,WLD,,,,0.0,2024-12-04,2024-12-04,0.016159308182133604,True,False,False,1.0,0.0,False,-0.016159308182133604,0.016159308182133604,False,0.016159308182133604,wrong_t1
2024-12-05,,XLM,,,,0.0,2024-12-04,2024-12-04,-0.05253460564344199,True,False,False,-1.0,0.0,False,0.05253460564344199,0.05253460564344199,True,0.05253460564344199,wrong_t1
2024-12-05,,XRP,,,,0.0,2024-12-04,2024-12-04,-0.03279052980648559,True,False,False,-1.0,0.0,False,0.03279052980648559,0.03279052980648559,True,0.03279052980648559,wrong_t1
2024-12-06,,ADA,,,,0.0,2024-12-05,2024-12-05,-0.008253697742280438,True,False,False,-1.0,0.0,False,0.008253697742280438,0.008253697742280438,False,0.008253697742280438,wrong_t1
2024-12-06,,ALGO,,,,0.0,2024-12-05,2024-12-05,-0.02702328469160584,True,False,False,-1.0,0.0,False,0.02702328469160584,0.02702328469160584,True,0.02702328469160584,wrong_t1
2024-12-06,,ARB,,,,0.0,2024-12-05,2024-12-05,0.03407197418890737,True,False,False,1.0,0.0,False,-0.03407197418890737,0.03407197418890737,True,0.03407197418890737,wrong_t1
2024-12-06,,AVAX,,,,0.0,2024-12-05,2024-12-05,0.027423299963957162,True,False,False,1.0,0.0,False,-0.027423299963957162,0.027423299963957162,True,0.027423299963957162,wrong_t1
